Title,Link,Market size,Forecasted Market Size/ Revenue,CAGR (%) ,Companies ,Geographies/ Regions covered,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Sub-segment 1,Sub-segment 2,Sub-segment 3,Sub-segment 4,Sub-segment 5,Level 1,Level 2,Level 3,Level 4,Level 5
"Shampoo Bar Market Size, Share & Trends Analysis Report By Distribution Channel (Online, Offline), By Region (North America, Europe, APAC, CSA, MEA), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/shampoo-bar-market,USD 10.2 million ,,,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Distribution Channel ,Regional ,,,,"Online, Offline","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,," The U.S., The U.K., Germany,  France, China,  Australia",,,
"Medicated Shampoo Market Size, Share & Trends Analysis Report By Treatment (Dandruff & Seborrheic Dermatis, Psoriasis), By Distribution Channel, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/medicated-shampoo-market,USD 12.0 billion ,,,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Treatment ,Distribution Channel ,Regional ,,,"Dandruff & Sebborheic Dermatis, Psoriasis, Tinea Captis, Head Lice, Allergic Reactions","Hypermarkets/Supermarkets, Convenience Stores, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, The U.K., China, India, Brazil, South Africa",,
"Dry Shampoo Market Size, Share & Trends Analysis Report By Form (Spray, Powder), By End User (Men, Women), By Distribution Channel (Online, Offline), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/dry-shampoo-market,USD 3.3 billion ,,6.9%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Form ,User ,Distribution Channel ,Regional ,,"Spray, Powder, Others","Men, Women, Children","Online, Offline","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, U.K., China, India, Brazil, South Africa",
"Facial Care Market Size, Share & Trends Analysis Report By Product (Skin-whitening & Anti-ageing, Facial Creams), By Distribution Channel, By Application, By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/facial-care-market,USD 94.2 billion ,"
USD 132.7 billion
",,"
L’Oreal, Procter and Gamble, Oriflamme, Unilever, Estee Lauder Company, Johnson & Johnson
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Application ,Regional ,,"Skin-whitening & anti-ageing, Facial Creams, Face Wash, Cleansing Wipes, Serums & Masks, Others","Hypermarket/Supermarket, Convenience Store, Online","Men, Women","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"U.S., Germany, U.K., China, India, Brazil, South Africa",
"Lip Powder Market Size, Share & Trends Analysis Report By Product (Palette, Pen), By Distriution Channel (Offline, Online), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/lip-powder-market,USD 343.7 million ,,,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Palette, Pen","Online, Offline","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, France, China, Japan, South Korea, Brazil, South Africa",,
"Colostrum Market Size, Share & Trends Analysis Report By Product (Whole Powder, Skimmed Powder, Specialty), By Application (Nutritional Supplementation, Animal Feed), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/colostrum-market,USD 1.40 billion ,,3.9%,,,Product ,Application ,Region ,,,"Whole Powder, Skimmed Powder, Specialty","Nutritional Supplementation, Animal Feed, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, U.K., China, India, Japan, Brazil, South Africa",,
"Home Fragrance Market Size, Share & Trends Analysis Report By Product (Sprays, Candles), By Distribution Channel (Hypermarkets & Supermarkets, Online), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/home-fragrance-market,USD 6.7 billion ,,4.4%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Sprays, Diffusers, Candles, Others","Supermarkets & Hypermarkets, Convenience Stores, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,," The U.S., The U.K.,  France, India,  China",,
"Personal Care Wipes Market Size, Share & Trends Analysis Report By Product Type (Baby, Facial & Cosmetic, Hand & Body), By Distribution Channel (Supermarket, Convenience Stores, E-commerce), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/personal-wipes-market,USD 15.8 billion ,"
USD 23.1 billion
",,"
Edana, Diamond Wipes, Medline Industries, Procter & Gamble Company, Edgewell Personal Care Company.
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product Type ,Distribution Channel ,Regional ,,,"Baby, Facial & Cosmetic, Hand & Body, Flushable, Others","Supermarket/Hypermarket, Convenience Stores, Pharmacy, E-commerce, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, China, Brazil, South Africa",,
"Perfume Market Size, Share & Trends Analysis Report By Product (Mass, Premium), By End User (Men, Women), By Distribution Channel (Offline, Online), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/perfume-market,USD 31.4 billion ,"
USD 40.9 billion
",3.9%,"
Avon Products Inc., Natura Cosmticos SA, Chanel SA, Coty Inc., LVMH, L’Oreal Groupe,Estee Lauder,Elizabeth Arden, Inc., and Puig SL. Companies such as Coty Inc., Puig SL, LVMH, L’Oréal
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",Product ,User ,Distribution Channel ,Regional ,,"Mass, Premium","Men, Women","Offline, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa (MEA)",,,,,"The U.S., U.K., Germany, France, China, India",
"Men’s Grooming Products Market Size, Share & Trends Analysis Report By Product Type (Hair Care, Skin Care, Fragrances), By Distribution Channel (E-commerce, Convenience Stores), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/mens-grooming-products-market,USD 55.0 billion ,,,,"North America, Europe, Asia Pacific, Central & South America, Middle east & Africa",Product Type ,Distribution Channel ,Regional ,,,"Hair Care, Skin Care, Fragrances, Others","Supermarket/Hypermarket, Convenience Stores, Pharmacy, E-commerce, Others","North America, Europe, Asia Pacific, Central & South America, Middle east & Africa",,,,,"The U.S., The U.K., China, Brazil, UAE",,
"Aloe Vera Extract Market Size, Share & Trends Analysis Report By Application (Food, Pharmaceutical, Cosmetic), By Distribution Channel (Offline, Online), By Product (Gels, Capsule, Powder, Liquid), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/aloe-vera-extracts-market,USD 1.60 billion ,,7.6%,,,Product ,Application ,Distribution Channel ,Region ,,"Capsule or Tablet, Powder, Liquid, Gels","Food, Pharmaceuticals, Cosmetics","Offline, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, U.K., China, India, Japan, Brazil",
"Cosmetic Oil Market Size, Share & Trends Analysis Report By Product (Almond, Olive, Coconut, Essential Oils), By Region (North America, Europe, Asia Pacific, MEA, Central & South America), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/cosmetic-oil-market,USD 50.58 billion ,"
USD 72.3 billion
",5.2%,"
L’Oreal, Unilever, Coty, Shiseido, Innisfree
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Regional ,,,,"Olive, Almond, Coconut, Essential, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, France, South Korea, Singapore",,,
"Hand Care Market Size, Share & Trends Analysis Report By Product Type (Beauty Product, Hand Wash, Sanitizer), By Distribution Channel (Hypermarket & Supermarket, Drugstore, Specialty Store, Online), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/hand-care-market,USD 12.4 billion ,"
USD 16.9 billion
",4.5%,"
Unilever, Procter & Gamble, Johnson & Johnson Services, Inc., PHILOSOPHY, INC., Coty Inc., Beiersdorf, Lynx, Whealthfields Lohmann, Jahwa
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product Type ,Distribution Channel ,Regional ,,,"Beauty Product, Hand wash, Sanitizer","Online, Drugstore, Supermarket & Hypermarket, Specialty Stores","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"U.S., Germany, U.K., China, India",,
"Fragrance Market Size, Share & Trends Analysis Report By Product (Deodorants, Perfumes), By Application (Personal Care, Household Care), By Distribution Channel (Offline, Online), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/fragrances-market,USD 70.70 billion ,,3.7%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Application ,Distribution Channel ,Regional ,,"Deodorants, Perfumes, Others","Personal Care, Household Care, Others","Offline, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., U.K., Germany, France, China, India",
"Natural Cosmetics Market Size Analysis Report By Product (Skin Care, Hair Care, Fragrance, Color Cosmetics), By Distribution Channel (Supermarket/Hypermarket, Online), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/natural-cosmetics-market,USD 34.12 billion ,,5.01%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution channel ,Regional ,,,"Skin Care, Hair Care, Fragrance, Color Cosmetic","Supermarkets/Hypermarkets, Specialty Stores, Convenience Stores, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, The U.K., India, China",,
"Anti-Wrinkle Products Market Size, Share & Trends Analysis Report By Product (Oils, Serums, Lotions), By Distribution Channel (Hyper & Supermarkets, Online, Specialty Stores, Convenience Stores), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/anti-wrinkle-products-market,USD 20.25 billion ,,5.7%,,,Product ,Distribution ,Region ,,,"Serums, Oils, Lotion","Supermarkets & Hypermarkets, Specialty Stores, Convenience Stores, Online","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"U.S., Germany, Italy, Japan, South Korea",,
"BB Cream Market Size, Share & Trends Analysis Report By Packaging (Bottle/Tube, Air Cushion), By Distribution Channel (Offline, Online), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/bb-cream-market,USD 2.11 billion ,,14.4%,,"North America, Europe, Asia Pacific, Rest of the World",Packaging ,Distribution Channel ,Regional ,,,"Tube/Bottle, Air Cushion","Offline, Online","North America, Europe, Asia Pacific, Rest of the World",,,,,"U.S., Germany, U.K., China, India",,
"Eye Makeup Market Size, Share & Trends Analysis Report By Product (Mascara, Shadow, Liner, Pencil, Brow), By Distribution Channel (Online, Offline), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/eye-makeup-market,USD 14.52 billion ,,5.7%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Distribution Channel ,Regional ,,,"Mascara, Shadow, Liner, Pencil, Brow, Others","Online, Offline","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Germany, China, India, Brazil",,
"Organic Personal Care Market Size, Share & Trends Analysis Report By Application (Cosmetics, Skin, Oral, Hair Care), By Region, And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/organic-personal-care-market,USD 13.33 billion ,,9.4%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Regional ,,,,"Skin Care, Hair Care, Oral Care, Cosmetics, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Canada, Mexico, Germany, France, The U.K., Russia, Italy, Spain, Netherlands, Poland, China, India, Japan, South Korea, Thailand, Taiwan, Australia, Philippines, Singapore, Brazil, Argentina, Chile, Saudi Arabia, UAE",,,
"Skin Care Products Market Size, Share & Trends Analysis Report, By Product (Face Cream, Body Lotion), By Region (North America, Central & South America, Europe, APAC, MEA), And Segment Forecasts, 2019 - 2025",https://www.grandviewresearch.com/industry-analysis/skin-care-products-market,,,4.4%,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Regional ,,,,"Face cream, Body Lotion, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,"Skin Brightening Cream, Anti-aging Cream, Sun Protection Cream, Mass Market Body Care Lotion, Premium Body Care Lotion","U.S, Germany, U.K., China, India, Japan, Brazil, Saudi Arabia",,,
"Beauty And Personal Care Products Market Size, Share & Trends Analysis Report By Product (Makeup & Cosmetics, Skin Care, Hair Care), By Distribution Channel, By Type (Vegan, Organic, Inorganic), And Segment Forecasts, 2018 - 2025",https://www.grandviewresearch.com/industry-analysis/beauty-personal-care-products-market,USD 455.3 billion ,"
USD 716.6 billion
",5.9%,"
Avon Products, Inc., Beiersdorf AG, Coty Inc., Kao Corporation, L’occitane International S.A., L’Oréal Group, Procter & Gamble, Mary Kay Inc.
","North America, Europe, Asia Pacific, South America, Middle East & Africa (MEA)",Product ,Distribution Channel ,Type ,Regional ,,"Skin Care/Sun Care, Hair Care, Makeup & Color Cosmetic Products, Deodorants/Fragrances, Others","Direct Selling, Hypermarkets & Retail Chains, E-Commerce, Specialty Stores, Others","Vegan, Organic, Inorganic","North America, Europe, Asia Pacific, South America, Middle East & Africa (MEA)",,,,,"The U.S., Canada, Mexico, Germany, U.K., France, Italy, Spain, China, Japan, India, Brazil, Colombia, South Africa, Saudi Arabia",
"North America Mosquito Repellent Market Analysis Report By Product (Spray, Coil, Cream & Oil, Vaporizer), By Distribution Channel (E-Commerce, Supermarkets), And Segment Forecasts, 2018 - 2025",https://www.grandviewresearch.com/industry-analysis/north-america-mosquito-repellent-market,USD 969.6 million ,,,,North America,Product ,Distribution Channel ,Regional ,,,"Spray, Coil, Cream & oil, Vaporizer, Others","E-commerce, Supermarkets, Others",North America,,,,,The U.S.,,
"After Sun Care Products Market Size, Share & Trends Analysis Report By Product (Lotion, Cream, Gel, Powder, Spray), By Region (Europe, APAC, North America, CSA, MEA), And Segment Forecasts, 2018 - 2025",https://www.grandviewresearch.com/industry-analysis/after-sun-care-products-market,USD 2.23 billion ,,,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Regional ,,,,"Cream, Gel, Lotion, Powder, Spray, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S, Canada, Mexico, The U.K., Germany, France, Italy, Spain, Rest of Europe, China, India, Japan, Indonesia, Singapore, Malaysia, South Korea, Rest of Asia Pacific, Brazil, Rest of Central & South America, South Africa, U.A.E, Qatar, Saudi Arabia, Rest of Middle East & Africa",,,
"Baby Diapers Market Size, Share & Trends Analysis Report By Product (Disposable, Cloth, Biodegradable, Training Nappy, Swim Pants), By Region And Segment Forecasts, 2012 - 2022",https://www.grandviewresearch.com/industry-analysis/baby-diapers-market,USD 45.08 billion ,,6.2%,,,,,,,,,,,,,,,,,
"Vegan Cosmetics Market Size, Share & Trends Analysis Report By Product (Skin Care, Hair Care, Makeup), By Sales Channel (E-Commerce, Supermarket, Departmental Store, Specialty Store), And Segment Forecast, 2018 - 2025",https://www.grandviewresearch.com/industry-analysis/vegan-cosmetics-market,USD 12.9 billion ,,,,"North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Sales Channel ,Regional ,,,"Skin Care, Hair Care, Makeup, Others","E-commerce, Hypermarket/Supermarket, Departmental Stores, Specialty Stores, Others","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"The U.S., Canada, Mexico, Germany, The U.K., France, Italy, China, India, Japan, Brazil, Saudi Arabia",,
"Morocco Cosmetics Market Size, Share & Trends Analysis Report By Product (Skin & Sun Care, Makeup & Color Cosmetics, Hair Care, Fragrances), By Sales Channel (Retail, Online), By Gender, And Segment Forecasts, 2018 - 2025",https://www.grandviewresearch.com/industry-analysis/morocco-cosmetics-market,USD 1.09 billion ,,7.5%,,,Product ,Sales Channel ,Gender ,,,"Skin and sun care products, Haircare products, Deodorants, Makeup & color cosmetics, Fragrances","Retail, Online","Male, Female",,,,,,,
"U.S. Sun Care Market Size, Share & Trends Analysis Report, By Product (Self-tanning, After sun, Sun protection), Competitive Landscape, And Segment Forecasts, 2018 - 2025",https://www.grandviewresearch.com/industry-analysis/us-sun-care-market,USD 1.95 billion ,,,,,Product ,,,,,"Self-tanning, After sun, Sun protection",,,,,"SPF 15 and below, SPF 15 to 30, SPF 30 to 50, SPF 50 and above",,,,
"Hair Care Market Size, Share, & Trend Analysis Report By Type (Product, Services), By Product (Shampoo, Hair Color, Conditioner, Hair Styling Product, Hair Oil), By Region, Competitive Landscape, And Segment Forecasts 2018 - 2025 ",https://www.grandviewresearch.com/industry-analysis/hair-care-market,,"
USD 211.1 billion
",,"
L’Oreal, Hindustan Unilever Ltd., P&G, Kao Corporation, Marico Limited, Aveda Corporation, Henkel Corporation, Combe Incorporated, Johnson & Johnson
","The U.S., The U.K., India, Brazil",Type ,Product ,Regional ,,,"Product, Services","Shampoo, Hair Color, Conditioner, Hair Styling Product, Hair Oil","The U.S., The U.K., India, Brazil",,,,,,,
"U.S. Personal Care Products Market Size, Share & Trends Analysis Report By Product (Skincare, Haircare, Personal Hygiene, Make-up, Fragrances, Oral Hygiene), Competitive Landscape, And Segment Forecasts, 2018 - 2025",https://www.grandviewresearch.com/industry-analysis/us-personal-care-products-market,USD 134.26 billion ,,4.58%,,,Product Type ,,,,,"Skincare, Haircare, Personal Hygiene, Make-up, Fragrance, Oral Hygiene, Others",,,,,,,,,
"Nail Polish Market Analysis By Product (Liquid, Gel), By Region (North America, Europe, Asia Pacific, Central & South America, Middle East & Africa), By Country, And Segment Forecasts, 2018 - 2024",https://www.grandviewresearch.com/industry-analysis/nail-polish-market,USD 6.89 billion ,"
USD 15.55 billion
",,"
Odontorium Products, Inc., China Glaze, Revlon, Essie, L’Oréal Paris, Sally Hansen
","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",Product ,Regional ,,,,"Liquid nail polish, Gel nail polish","North America, Europe, Asia Pacific, Central & South America, Middle East & Africa",,,,,"U.S., Germany, UK, China, Japan, Brazil",,,
"Indonesia Halal Hair Care Market Size, Share & Trends Analysis Report By Product (Halal Shampoo, Hair Color, Conditioners, Hair Oil), And Segment Forecasts, 2018 - 2025",https://www.grandviewresearch.com/industry-analysis/indonesia-halal-hair-care-market,USD 420.9 million ,,,,,Product ,,,,,"Shampoo, Hair Color, Conditioners, Hair Oil, Styling products",,,,,,,,,
"Organic Skin Care Market Size, Share & Trends Analysis Report By Product (Face Cream, Body Lotion), By Region (North America, Europe, Asia Pacific, Latin America, Middle East & Africa), And Segment Forecasts, 2016 - 2022",https://www.grandviewresearch.com/industry-analysis/organic-skin-care-market,USD 3.56 billion ,,,,,,,,,,,,,,,,,,,
"Cosmetics Market Size, Share & Trends Analysis Report By Application, Regional Outlook, Competitive Strategies, And Segment Forecasts, 2019 To 2025",https://www.grandviewresearch.com/industry-analysis/cosmetics-market ,,,,,,,,,,,,,,,,,,,,
