,Title,Link,Market size,Forecasted Market Size,CAGR (%),Companies,Geographies/Region,Segments,Sub-segment 1,Sub-segment 2,Sub-segment 3,Sub-segment 4,Sub-segment 5,Sub-segment 6,Sub-segment 7,Sub-segment 8,Sub-segment 9,Sub-segment 10,Sub-segment 11,Sub-segment 12,Sub-segment 13,Sub-segment 14,Sub-segment 15,Sub-segment 16,Sub-segment 17,Sub-segment 18,Sub-segment 19,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9,Level 10,Level 11,Level 12,Level 13,Level 14
601,"Data Virtualization Market by Component (Standalone Software, Data Integration Solution, Application Tool Solution), Deployment Mode (Cloud and On-Premises), Data Consumer, Enterprise Size, End-User, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/data-virtualization-market-261349988.html,USD 1.58 Billion,USD 4.12 Billion,21.1%,"Key market players, including,IBM (US), SAP SE (Germany), Informatica (US), Denodo Technologies (US), Oracle Corporation (US), TIBCO Software (US), Microsoft Corporation (US), Red Hat (US), SAS Institute (US), Information Builders (US), Openlink Software (US), Datometry (US), Gluent (US).","North America, Europe, Latin America, APAC, and MEA","Component, Deployment Mode, Data Consumer, Enterprise Size, End-User, and Region",NA,"Standalone Software
, Data Integration Solution
, Application Tool Solution ","Cloud
, On-premises ","BI Tools
, Enterprise Applications
, Mobile and Web Applications ","Large Enterprises
, SMEs ","Manufacturing
, Healthcare
, BFSI
, Research and academia
, Media and entertainment
, Retail and ecommerce
, Government and defense
, Telecom and IT
, Others (transportation, and oil and gas) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Canada
US
Mexico , 
UK
Germany
France , 
Japan
New Zealand
India
China
Australia ",NA,NA,NA,NA,NA,NA,NA
602,"Security Assessment Market by Security Type (Endpoint Security, Network Security, Application Security, Cloud Security), Assessment Type, Deployment Mode, Organization Size, Industry Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/security-assessment-market-128992392.html,USD 1.08 Billion,USD 4.03 Billion,26.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,"Cognitive Radio Market by Component (Software Tools, Hardware, and Services), Application (Spectrum Sensing, Spectrum Analysis, Spectrum Allocation, Location Tracking, and Cognitive Routing), End-User, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/cognitive-radio-market-219954724.html,USD 3.16 Billion,USD 7.44 Billion,16.6%,"BAE Systems (London, UK), Raytheon Company (Massachusetts, US), Thales Group (Paris, France), Rhode & Schwarz (Munich, Germany), Spectrum Signal Processing (Burnaby, Canada), xG Technology (Florida, US), Nutaq (Quebec, Canada), Ettus Research (California, US), Shared Spectrum Company (Virginia, US), DataSoft (Arizona, US), EpiSys Science (California, US), and Kyynel (Oulu, Finland)","North America, APAC, Europe, MEA, and Latin America","Software Tools, Hardware, Services, Application, End-User, Region","Software Tools
, Hardware
, Services
","Spectrum Sensing
, Spectrum Analysis
, Spectrum Allocation
, Location Tracking
, Cognitive Routing ","Government and Defense
, Telecommunication
, Transportation
, Others (Energy and Utilities, and Healthcare) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Radio Control and Reconfiguration Tools
Spectrum Analyzer
Policy and Configuration Database Manager , 
Transmitter
Receiver , 
Professional Services
Managed Services ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"License Management Market by Component (Software and Services), Application Area (Audit Services, Advisory Services, Compliance Management), Deployment Type, Organization Size, Industry Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/license-management-market-45181555.html,USD 577.5 Million,"USD 1,141.9 Million",12.6%,"Aspera Technologies (US), Cherwell Software (US), DXC Technology (US), Flexera Software (US), Gemalto (Netherlands), IBM (US), Oracle (US), Quest Software (US), ServiceNow (US), Snow Software (Sweden), Labs64 NetLicensing (Germany), Reprise Software (US), and TeamEDA (US) ","North America, Europe, APAC, MEA, Latin America ","By Component (Software, Services), By Audit Area (Audit Services, Advisory Services, Compliance Management, License Entitlement, and Optimization, Operation and Analytics, Software Inventory Management, Usage Monitoring, Others), By Organization Size (Large Enterprises, SMEs), By Deployment Type (On-premises, Cloud), By Industry Vertical (IT, BFSI, Telecom, Manufacturing, Healthcare, Media and Entertainment, Retail and Consumer Goods, Others) ","Software
, Services
, Professional Services
, Managed Services ","Audit Services
, Advisory Services
, Compliance Management
, License Entitlement and Optimization
, Operations and Analytics
, Software Inventory Management
, Usage Monitoring
, Others (Security and Vendor Information Management) ","On-premises, Cloud ","Large Enterprises
, Small and Medium-sized Enterprises (SMEs) ","IT
, Banking, Financial Services, and Insurance (BFSI)
, Telecom
, Manufacturing
, Healthcare
, Media and Entertainment
, Retail and Consumer Goods
, Others (Energy and Utilities, Government, and Travel and Transportation) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"

Deployment and Integration
Consulting
Support and Maintenance ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,"SDN Orchestration Market by Component (Solutions, Services), Organization Size (Large Enterprises, Small & Medium-Sized Enterprises), End User (Cloud Service Providers, Telecom Service Providers), Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/sdn-orchestration-market-22855327.html,USD 148.8 Million,"USD 4,458.5 Million",83.4%,"Cisco Systems (US), Nokia (Finland), Ciena Corporation (US), Juniper Networks (US), Huawei (China), Netcracker (US), Hewlett Packard Enterprise (US), CENX (US), Virtela (US), QualiSystems (US), Anuta Networks (US), and Zymr (US)","North America, Europe, Asia Pacific (APAC), Latin America, and Middle East and Africa (MEA)","Software, Services,End-User and Region","Solutions
, Services ","Small & Medium-sized Enterprises (SMEs)
, Large Enterprises ","Cloud Service Providers
, Telecom Service Providers
, Others (Banking, Financial Services, and Insurance (BFSI), Healthcare, Manufacturing, Government, and IT-enabled Services) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,"Data Center Virtualization Market by Type (Advisory & Implementation Services, Optimization Services, Managed Services, Technical Support Services), Organization Size (Large Enterprises, SMEs), Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/data-center-virtualization-market-66995679.html,USD 3.75 Billion,USD 8.06 Billion,16.5%,"VMware (US), Microsoft (US), Citrix Systems (US), Adobe Systems (US), Amazon Web Services (AWS) (US), Cisco Systems (US), Fujitsu (Japan), Radiant Communications (Canada), HPE (US), AT&T (US), Huawei (China), HCL (India), and IBM (US). ","North America, Europe, MEA, APAC and Latin America ","Type, Organization Size, Vertical and Region","Advisory & Implementation Services
, Optimization Services
, Managed Services
, Technical Support Services ","Large Enterprises
, SMEs "," IT & Telecommunication
, Banking Financial Services & Insurance (BFSI)
, Education 
, Healthcare
, Government
, Retail & SCM
, Media & Entertainment
, Manufacturing & Automotive
, Others( Energy & Utility and Travel & Hospitality) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,"Automation-as-a-Service Market by Component (Solution and Services), Type (Rule-Based and Knowledge-Based), Business Function, Deployment Model (Public Cloud, Private Cloud, and Hybrid Cloud), Organization Size, Industry, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/automation-as-a-service-market-57656106.html,USD 1.56 Billion,USD 6.23 Billion,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,"Security System Integrators Market by Security Type (Application, Endpoint, Network, Data, Risk and Compliance Management, and Business Continuity and Disaster Recovery), Organization Size, Industry Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/security-system-integrators-market-251994420.html,USD 8.89 Billion,USD 14.72 Billion,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,"Cloud IDS IPS Market by Component (Solution Type (Signature-Based, Anomaly-Based Detection), and Services), Deployment Model (Public, Private, and Hybrid Cloud), Organization Size, Industry, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/cloud-ids-ips-market-158051963.html,USD 514.8 Million,"USD 1,764.7 Million",24.04%,"Check Point (Israel), NTT Communications (Japan), Trend Micro (Japan), Century Link (US), Cisco (US), Intel (US), Fortinet (US), Imperva (US), Metaflows (US), Hillstone Networks (US), and Alert Logic (US). ","North America, Europe, Asia Pacific (APAC), Latin America, and Middle East and Africa (MEA)","Component (Solution Type (Signature-Based, Anomaly-Based Detection), and Services), Deployment Model (Public, Private, and Hybrid Cloud), Organization Size, Industry, and Region. ","Solution Type
, Services
","Public Cloud
, Private Cloud
, Hybrid Cloud ","Small and Medium-sized Enterprises (SMEs)
, Large enterprises ","Banking, Financial Services, and Insurance (BFSI)
, IT and Telecom
, Government and Defense
, Education
, Retail
, Manufacturing
, Healthcare
, Energy and utilities
, Others (Media and entertainment, and transportation and logistics) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Signature-based detection
Anomaly-based detection
Others (policy-based and protocol-based detection) , 
Training and Consulting
Integration
Support and Maintenance ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,"Cloud Monitoring Market by Component (Solution and Services (Integration and Deployment, Support and Maintenance, and Training and Consulting)), Service Model, Organization Size, Industry, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/cloud-monitoring-market-252477280.html,USD 723.8 Million,"USD 1,976.9 Million",None,"CA, Inc. (US), SolarWinds Worldwide, LLC. (US), Dynatrace LLC (US), IDERA, Inc. (US), SevOne Inc. (US), Cloudyn (Israel), Zenoss Inc. (US), Datadog, Inc. (US), Kaseya Limited (US), LogicMonitor, Inc. (US) and Opsview Ltd. (US).","North America, Europe, APAC, Latin America, and MEA","Components (Software, Services), Applications, Deployment Modes, Organization Size, Industry Verticals and Regions",NA,"Solution
, Services
",NA,"SaaS
, PaaS
, IaaS ",NA,"Small and Medium-sized Enterprises (SMEs)
, Large enterprises ",NA,"BFSI
, Healthcare and Life Sciences
, Telecommunications and ITES
, Government and Defense
, Manufacturing
, Retail and Consumer Goods
, Media and Entertainment
, Others (Education, and Energy and Utilities) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Integration and Deployment
Support and Maintenance
Training and Consulting ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,"Data Masking Market by Data Masking Type (Static and Dynamic), Component (Software and Services), Deployment Type, Organization Size, Business Function (Finance, Marketing & Sales, Operations, and Legal), Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/data-masking-market-24977919.html,USD 347.3 Million,USD 767.0 Million,None,"IBM Corporation (US), Informatica (US), CA Technologies, Inc (US), Solix Technologies, Inc (US), Innovative Routines International, Inc (US), Oracle Corporation (US), Deplhix (US), MENTIS (US), Micro Focus (US), Compuware Corporation (US), Ekobit d.o.o. (Croatia), and ARCAD Software (France). ","North America, Europe, APAC, Latin America, and MEA","Data Masking Type, Component,Deployment Type, Organization Size, Business Function, Verticaland Region","Static
, Dynamic ","Software
, Service
","Finance
, Operations
, Marketing and sales
, Human Resource (HR)
, Legal
, Others (Support and R&D) ","On-premises
, Cloud ","Small and Medium-sized Enterprises (SMEs)
, Large enterprises ","BFSI
, Healthcare and life sciences
, Retail and eCommerce
, Telecommunications and IT
, Government and defense
, Media and entertainment
, Manufacturing
, Others (logistics and transportation, travel and hospitality, and utilities) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Managed services
Professional services

Consulting
Support and maintenance ",NA,NA,NA,NA,"
US
Canada , 
UK
Germany
Rest of Europe , 
China
India , 
Brazil
Mexico ",NA,NA,NA,NA,NA,NA,NA
612,"Database Security Market by Software (Database Auditing & Reporting, Encryption & Tokenization, Data Masking & Redaction, and Access Control Management), Service, Business Function, Deployment, Organization Size, and Vertical - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/database-security-market-181720679.html,USD 3.0 billion,USD 7.01 billion,18.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,"Cloud Migration Services Market by Service Type (DevOps, Disaster Recovery, Managed Services), Application (Project Management, Compliance & Security Management, Infrastructure Management), Deployment Model, Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/cloud-migration-service-market-266815130.html,USD 3.2 billion,USD 9.5 billion,24.5%,"It includes 15 major vendors, namely, AWS (US), IBM (US), Microsoft (US), Google (US), Cisco (US), NTT Data (Japan), DXC (US), VMware (US), Rackspace (US), Informatica (US), WSM (US), Zerto (US), Virtustream (US), RiverMeadow (US), and OpenStack (US). ","North America, Europe, APAC, MEA, and Latin America","Software Type, Application, Deployment Model, Vertical, and Region","Automation and Integration
, Disaster Recovery
, Application Hosting and Monitoring
, DevOps
, Training and Consulting
, Support and Maintenance
, Managed Services ","Project Management
, Infrastructure Management
, Security and Compliance Management
, Others (Performance Management and Workforce Management) ","Large Enterprises
, Small and Medium-sized Enterprises (SMEs) ","Public Cloud
, Private Cloud
, Hybrid Cloud ","BFSI
, Healthcare and Life Sciences
, Telecommunications and ITES
, Government and Public Sector
, Manufacturing
, Consumer Goods and Retail 
, Media and Entertainment
, Others (Travel & Hospitality and Education) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
US
Canada , 
United Kingdom
Germany
France
Rest of Europe , 
China
Japan
Australia and New Zealand (ANZ)
Rest of APAC , 
Middle East
Africa , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA
614,"BPaaS Market by Business Process (HRM, Accounting and Finance, Sales and Marketing, Customer Service and Support, Procurement and Supply Chain, Operations, and Legal and R&D), Organization Size, Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/business-process-as-a-service-bpaas-market-986.html,USD 36.88 billion,USD 68.76 billion,11.3%,"Accenture (Republic of Ireland), Capgemini (France), Cognizant (US), EXL (US), IBM (US), Fujitsu (Japan), HCL (India), Genpact (UK), TCS (India), Wipro (India), Oracle (US), SAP (Germany), NTT Data (Japan), Microsoft (US), DXC (US), WNS (India), getsix (Poland), Concentrix (US), Conduent (US), Entercoms (US), Nuevora (US), Avaloq (Switzerland), Scheer (Germany), and aZaaS (Singapore) ","North America (US, Canada), Europe (UK, Germany, France, Rest of Europe), APAC (China, India, Philippines, Rest of APAC), Latin America (Brazil, Mexico, and Rest of Latin America), and MEA (Kingdom of Saudi Arabia (KSA), United Arab Emirates (UAE), South Africa, Rest of MEA)","By Business Process (HRM, Accounting and Finance, Sales and Marketing, Customer Service and Support, Procurement and Supply Chain, Operations, and Legal and R&D), Organization Size, Deployment Type, Vertical, Application Area, and Region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,"Authentication Services Market by Service (Compliance Management, Subscription Keys Management, Managed Public Key Infrastructure, and Reporting), Managed Authentication Type, Managed Tokenization Type, Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/authentication-services-market-85067532.html,USD 507.0 Million,"USD 1,619.5 Million",21.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,"Data Backup and Recovery Market by Software (Data Replication, Data Reduction, and Data Retention), Application (Email, Application, and Media Storage Backup), Service, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/data-backup-and-recovery-market-62088618.html,USD 7.13 Billion,USD 11.59 Billion,10.2%,"IBM (US), CA Technologies (US), Commvault, (US), Dell (US), HPE (US), Oracle (US), Microsoft (US), Veritas Technologies (US), Acronis (US), NetApp (US), Unitrends (US), and Veeam (US)","North America, Europe, Asia Pacific (APAC), Middle East and Africa (MEA), and Latin America","Component (software and services), Application, Organization size, Deployment Type, Vertical and Region","Software
, Services ","Professional Services
, Managed Services ","Email Backup
, Application Backup
, Media Storage Backup ","Large Enterprises
, Small and Medium-sized Enterprises ","Cloud
, On-Premises ","BFSI
, IT and Telecommunications
, Retail
, Government and Public Sector
, Healthcare
, Media and Entertainment
, Manufacturing
, Education
, Others ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,"Data-Centric Security Market by Component (Solutions (Data Protection, Data Governance, Data Auditing) and Services (Professional and Managed)), Organization Size, Deployment Type, Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/data-centric-security-market-1504980.html,USD 1.79 Billion,USD 5.83 Billion,23.1%,"IBM (US), Imperva (US), Informatica (US), Oracle (US), and Varonis Systems (US)","North America, Europe, Asia Pacific (APAC), Middle East and Africa (MEA), and Latin America","Components (solutions and services), Organization Size, Deployment Types, Verticals, and Regions","Solutions
, Services
","Large enterprises , Small and Medium-sized Enterprises (SMEs) ","On-premises, Cloud ","Banking, Financial Services, and Insurance (BFSI)
, Telecom and IT
, Healthcare
, Government and defense
, Retail
, Manufacturing
, Energy and utilities
, Others (travel and hospitality, education, and media and entertainment) ","North America
, Europe
, APAC
, MEA
, Latin America",NA,Detailed analysis and profiling of additional market players (up to 5) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Data protection
Data governance
Data auditing , 
Professional services

Support and maintenance
Training and education
Planning and consulting 
Managed services ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,"Runtime Application Self-Protection Market by Solution (Web Applications, Mobile Applications, Others (Packaged Software, Embedded Software, Hosted Software)), Service, Deployment Mode, Organization Size, Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/runtime-application-self-protection-market-263297832.html,USD 249.5 Million,"USD 1,240.1 Million",33.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,"Digital Marketing Software Market by Component, Software (CRM Software, Email Marketing Software, and Social Media Advertising), Service, Deployment Type, Organization Size, Industry Vertical, and Region  Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/digital-marketing-software-market-52158190.html,USD 37.5 billion,USD 75.0 billion,14.9%,"It includes11 major vendors, namely, Adobe Systems Incorporated (US), Oracle Corporation (US), SAP SE (Germany), Salesforce.com, inc. (US), IBM Corporation (US), Marketo, Inc. (US), Microsoft Corporation (US), HubSpot Inc. (US), SAS Institute Inc. (US), Act-On Software (US), and SimplyCast (Canada). ","North America, Europe, APAC, MEA, and Latin America","Component, Software, Service, Deployment Type, Organization Size, Industry Vertical and Region","Software
, Services ","Customer Relationship Management Software
, Email Marketing Software
, Social Media Advertising
, Search Marketing Software
, Web Content Management Software
, Marketing Automation Software
, Campaign Management
, Video Advertising ","Professional Service
, Managed Service ","On-Premises
, Cloud ","Large Enterprises
, Small and Medium-sized Enterprises (SMEs) ","BFSI
, Transportation and Logistics
, Consumer Goods and Retail
, Education
, Healthcare
, Manufacturing
, Media and Entertainment
, Telecom and IT
, Travel and Hospitality
, Others (Energy and Utilities, Gaming, Real Estate, and Government) ","North America
, Europe
, APAC
, MEA
, Latin America ",NA,"In September 2017, Salesforce launched Sales Cloud Einstein Forecasting to provide sales forecasts on its CRM platform. The Einstein Forecasting uses self-learning algorithms to provide sales forecasts to optimize marketing and aid in decision-making.
, In September 2017, HubSpot acquired Motion AI, one of the prominent chatbot builders. This acquisition was done with the aim of building a technology that can help SMEs grow and evolve with the changing consumer behaviours.
, In September 2017, Oracle partnered with WeChat, a social media platform. This partnership enabled marketers to deliver connected and personalized experiences in China and other countries across the globe by seamlessly extending the capabilities of Oracle Eloqua, including powerful campaign design, delivery, and monitoring capabilities, to WeChat. ","Where will all these developments take the industry in the long term?
, What are the upcoming trends for the Digital Marketing Software Market?
, Which segment provides the most opportunity for growth?
, Who are the leading vendors operating in this market?
, What are the opportunities for new market entrants? ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Support and Maintenance
System Integration
Testing and Optimization
Training and Education ",NA,NA,NA,"
US
Canada , 
UK
Germany
Rest of Europe ",NA,NA,NA,NA,NA,NA,NA
620,"IT BFSI Market by Component (Technology Type (ECM, CRM, HCM, ERP, Artificial Intelligence, Business Intelligence, Unified Communications), and Services), Organization Size, Deployment Type (Cloud and On-Premises), and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/it-bfsi-market-245625011.html,USD 73.81 Billion,,12.8%,"IBM (US), Microsoft (US), Accenture (Ireland), Micro Focus (UK), CA Technologies (US), Adobe Systems (US), SAP (Germany), Salesforce (US), Oracle (US), and Cognizant (US). ","North America, Europe, MEA, APAC and Latin America ","Component, Organization Size, Deployment Type and Region","Technology Types
, Services
","SMEs
, Large Enterprises ","Cloud
, On-premises ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
CRM
HCM
ERP
ECM
Cyber Security
Unified Communication
Artificial Intelligence
Business Intelligence , 
Managed Services
Professional Services

Consulting
System Integration
Support and Maintenance ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,"Proactive Services Market by Service, Application (Network Management, Data Center Management, Cloud Management, Application Management, Device/Endpoint Management), Technology Type, Organization Size, Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/proactive-services-market-221642525.html,USD 1.47 Billion,USD 4.35 Billion,21.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,"Managed Detection and Response Market by Security Type (Endpoint, Network, Application, Cloud), Deployment (On-Premises, Hosted), Organization Size (SMEs, and Large Enterprises), Industry Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/managed-detection-and-response-market-168039027.html,USD 335.5 million,"USD 1,658.0 million",31.6%,"Arctic Wolf Networks (US), BAE Systems (UK), CrowdStrike (US), eSentire (Canada), FireEye (US), F-Secure (Finland), IBM (US), Kudelski Security (Switzerland), mnemonic (Norway), NetWorks Group (US), Optiv Security (US), Paladion (India), Rapid7 (US), Raytheon (US), Redscan Cyber Security (UK), and WatchGuard (US). ","North America, Europe, Asia Pacific (APAC), Middle East and Africa (MEA), and Latin America","Security Type (Endpoint, Network, Application, Cloud), Deployment (On-Premises, Hosted), Organization Size (SMEs, and Large Enterprises), Industry Vertical, and Region","Endpoint security
, Network security
, Application security
, Cloud security
, Others (ICS security and database security) ","On-premises
, Hosted ","Small and Medium-sized Enterprises (SMEs)
, Large Enterprises ","Banking, Financial Services, and Insurance (BFSI)
, IT and telecommunications
, Government and defense
, Energy and utilities
, Manufacturing
, Healthcare
, Retail
, Others (media and entertainment, transport and logistics, and education) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,"CDN Security Market by Type (DDOS Protection, Web Application Firewall, Bot Mitigation & Screen Scraping Protection, Data Security, and DNS Protection), Organization Size, Vertical, Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/cdn-security-market-245860985.html,USD 1.53 Billion,USD 7.63 Billion,31.6%,"Akamai Technologies (US), Amazon Web Services (US), Arbor Networks (US), ChinaCache (China), Cloudflare (US), Distil Networks (US), Limelight Networks (US), Microsoft (US), Nexusguard (US), Radware (Israel), StackPath (US), and Verizon Digital Media Services (US). ","North America, Europe, APAC, Latin America, and MEA","Type (DDOS Protection, Web Application Firewall, Bot Mitigation & Screen Scraping Protection, Data Security, and DNS Protection), Organization Size, Vertical, Region. ","DDoS Protection 
, Web Application Firewall
, Bot Mitigation & Screen Scraping Protection
, Data Security
, DNS Protection ","Large Enterprises
, Small & Medium-sized Enterprises (SMEs) ","Media, Entertainment, and Gaming
, E-commerce, Retail & Consumer Goods
, IT & Telecommunication
, BFSI
, Public Sector
, Manufacturing & Automotive
, Healthcare & Pharmaceutical
, Travel & Tourism
, Others (Education, Power, Electricity & Utility) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
TLS/SSL
HTTP/2  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"Digital Intelligence Platform Market by Component (Analytics, Data Management, and Engagement Optimization), Touchpoint (Company Website, Social Media), Organization Size, Vertical (BFSI, Retail & E-Commerce), and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/digital-intelligence-platform-market-241770420.html,USD 5.24 Billion,USD 13.96 Billion,19.8%,"Adobe Systems (US), IBM (US), SAS Institute (US), Evergage (US), Google (US), Mixpanel (US), Optimizely (US), Webtrekk (Germany), New Relic (US), Localytics (US), and Cxense (Norway)","North America, Europe, Asia Pacific, Middle East & Africa, Latin America","Component (Analytics, Data Management, Engagement Optimization), Touchpoint, Organization Size, Vertical, and Region","Analytics
, Data Management
, Engagement Optimization ","Company Website
, Mobile
, E-mail
, Social Media
, Web
, Kiosks & POS
, Others (sales representatives, surveys, seminars, trade shows, and training) ","Large Enterprises
, Small & Medium Enterprises (SMEs) ","Banking, Financial Services & Insurance (BFSI)
, Retail & E-commerce
, Telecommunication & IT
, Media & Entertainment
, Travel & Hospitality
, Public Sector
, Healthcare
, Others (education, automotive, and manufacturing industries) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,"Data Migration Market by Data Type (Customer Data, Financial Data, Product Data), Business Function (Marketing, Sales, Finance), Component, Deployment, Organization Size, Industry Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/data-migration-market-43739470.html,USD 4.50 Billion,USD 11.49 Billion,17.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
